rA/rC,Simple diff-X,Diff-Xmullican,delta-Hf,delta-Smix,(Delta),Possibility of formation
0.441862833,0.489931061,0.392105858,-33.71191931,11.54586869,0.160663473,0
0.573864018,0.373509432,0.082940901,-3.791135617,11.66024783,0.111504485,0
0.603583646,0.315405592,-0.340436317,-16.63525014,11.46890793,0.112892897,0
0.529614278,0.539710752,0.747840225,3.165495495,13.15169766,0.087538179,1
0.601851385,0.361556716,0.175914059,-20.90756752,13.47605228,0.107189509,0
0.470791733,0.831942254,1.15340182,-1.138414885,11.57629105,0.007520874,1
0.470677188,0.815603353,1.226535842,2.924727358,11.80522123,0.027135957,1
0.474001869,0.830336511,1.187934993,2.236191434,13.3102967,0.015145445,1
0.587024644,0.36159426,-0.189070709,-16.61821031,13.19358947,0.08473901,0
0.530371667,0.56570883,0.674235482,2.866404878,11.13163097,0.012002897,1
0.566586793,0.44688332,0.525088877,-13.55848576,11.55892459,0.098071762,0
0.464422629,0.43362935,1.172102406,-2.663476626,13.2324484,0.031003646,1
0.477268991,0.825125317,1.135303323,0.889338106,11.71997183,0.040095368,1
0.588789573,0.349472947,-0.034763933,-18.69389778,13.23698751,0.120903987,0
0.465526674,0.4711303,0.447067771,1.340762067,13.24534005,0.115872182,1
0.572985221,0.359688967,0.550678494,-31.0691776,13.23005207,0.073158752,0
0.471241782,0.8337531,1.049951173,-0.897773165,13.23518203,0.008681506,1
0.546695736,0.603419166,0.615136746,2.846113416,11.34059037,0.090373241,1
0.576868039,0.431612043,0.300415558,-20.77963715,13.28820309,0.07847316,0
0.587452474,0.332390776,0.008784491,-28.40263274,13.32067752,0.051345778,0
0.463449662,0.515863211,0.658272325,-0.31675813,13.27628391,0.114915152,1
0.530726016,0.552120149,0.615133104,-0.399041166,13.13291645,0.120428902,1
0.588881163,0.323923321,0.164743672,-19.11753968,13.36023814,0.118880619,0
0.539601601,0.476977771,0.583197246,0.652377098,12.99130905,0.06358782,1
0.591468312,0.411002564,-0.109337472,-24.61261523,13.48620228,0.086656456,0
0.456942643,0.438743217,0.584378316,-21.52188322,13.44153579,0.22188916,0
0.593057702,0.315799279,0.106537841,-18.8311385,13.31626927,0.10777692,0
0.47494544,0.378200959,0.196785106,-5.843178833,13.31629588,0.024455259,0
0.455948413,0.541472632,0.685923838,2.913320439,13.30828171,0.115487224,1
0.483557126,0.77960011,1.091691799,0.674377018,11.51209689,0.022111511,1
0.47531768,0.711860213,0.9569034,-0.105561608,13.2850526,0.001690904,1
0.461911505,0.913458336,1.201531613,1.384493112,11.58695235,0.023810081,1
0.46057211,0.573416091,0.527173565,-0.115246122,13.24236253,0.130657238,1
0.55155839,0.313664423,0.506826514,-20.54135976,11.46666752,0.085468747,0
0.607013908,0.387125199,0.175816274,-15.30111127,13.35856532,0.091119392,0
0.457532482,0.451562321,0.709261079,2.429934225,13.33217669,0.141588559,1
0.584577513,0.359253858,0.10259703,-25.58215433,13.22923813,0.048358024,0
0.446727389,0.622723056,0.577231599,1.262439891,13.30373974,0.133599415,1
0.60360299,0.318444163,0.239970843,-9.16297103,13.39997466,0.102655702,0
0.602780449,0.370028063,-0.044331943,-16.24157587,13.42148759,0.102646418,0
0.608756904,0.276788381,-0.089425878,-13.05728127,13.35252146,0.087700859,0
0.583765602,0.306627793,0.429922475,-18.02847971,13.45272163,0.11186961,0
0.562862422,0.402789896,0.552667259,-0.340895358,13.31562081,0.107450478,1
0.556007895,0.424023244,0.656924575,-3.025263974,13.27441023,0.089973204,1
0.579301148,0.360626814,0.001422921,-20.45669981,13.35113494,0.092189702,0
0.592863745,0.383622371,-0.251808106,-12.03990381,11.42020028,0.135048367,0
0.602947584,0.387240569,0.13708422,-13.5116517,13.32736201,0.099718699,0
0.621453134,0.423536714,0.049423929,-6.385932226,13.39816615,0.101200566,0
0.579355475,0.427349451,-0.09201705,-14.45633884,13.27521064,0.100886016,0
0.488073969,0.80353327,0.973138046,1.274132907,11.72358677,-0.018954464,1
0.474406485,0.803086646,0.916990444,0.262819769,11.61192921,0.000969583,1
0.462466248,0.477439656,0.580935596,1.478187002,13.3057749,0.119024881,1
0.568970245,0.363343257,-0.121987794,-19.86935275,13.439968,0.085452072,0
0.532396659,0.54602216,0.780480369,4.546185181,13.06887415,0.03554204,1
0.461144045,0.494300685,0.085323939,-24.75094549,13.45004127,0.170264187,0
0.552051673,0.409142405,0.70473379,-3.447658855,13.20245062,0.034526431,1
0.579853532,0.466927567,0.295644521,-17.74040965,13.29757794,0.090839548,0
0.545165298,0.568875423,0.573062178,0.733592472,13.14537356,0.010566646,1
0.519277752,0.574266454,0.730915531,2.143381494,11.01439022,0.070498723,1
0.577294787,0.341563531,0.416751158,-4.487806861,13.40569118,0.025785729,1
0.449889715,0.487285405,0.642221168,0.859683803,13.10040805,0.133203435,1
0.5843439,0.304775135,0.346075949,-26.09204009,13.28858764,0.069918782,0
0.557996532,0.425093631,0.02612353,-21.15208696,13.2623753,0.093087455,0
0.575649619,0.37910741,-0.063713446,-25.59172192,13.30603813,0.101581521,0
0.565208065,0.243995449,0.383154232,-7.103658227,13.34287327,0.023469945,0
0.597614937,0.288111185,-0.015210616,-23.96596615,13.52449893,0.117200537,0
0.574828679,0.440150141,-0.06248799,-15.10049296,11.7635004,0.09730522,0
0.587498526,0.426244374,-0.015699959,-27.74619871,-0.458246909,0.100701506,0
0.465276204,0.533745487,0.686421716,3.804645691,13.17843873,0.108178176,1
0.53922274,0.504091241,0.630226817,4.151112488,11.36404069,0.049383383,1
0.555715093,0.539557588,0.592255861,-17.26166004,13.33785795,0.104244341,0
0.593009064,0.439502969,0.338819596,-9.818922792,13.37016393,0.117371586,0
0.598403057,0.376008664,0.116616166,-14.85146543,13.34192506,0.109581937,0
0.464233668,0.421714588,0.099860643,-4.769779344,13.26493906,0.109246032,1
0.470518378,0.872563358,1.094423146,0.412180635,11.55227881,0.008677112,1
0.464530274,0.441796441,0.299470873,-22.27896272,13.42741659,0.163999953,0
0.455170244,0.532182113,0.468338222,-21.30887717,13.28400538,0.10922234,0
0.556456121,0.364130382,0.134165712,-25.9566661,13.4552585,0.149642908,0
0.476866302,0.662158506,1.130503061,-6.054603004,13.34058414,0.017788547,1
0.570449125,0.5130344,0.182844024,-18.25102954,13.2937566,0.095174159,0
0.548539821,0.56624097,0.729669909,2.114572879,11.46782631,0.041366799,1
0.4656437,0.831014749,1.30761357,-2.598496928,13.29269723,0.033192909,1
0.607670709,0.324778449,0.109005699,-23.66671464,13.37532637,0.112976696,0
0.572709758,0.299707236,-0.003604484,-4.493416943,13.38126143,0.067099903,0
0.47399242,0.320668397,0.354674567,-27.39737509,13.45853241,0.11273005,0
0.571332509,0.442926876,0.549076963,-2.659315976,13.26355736,0.064182539,1
0.45287106,0.557433719,0.548243584,-1.088689659,11.30804634,0.105901669,1
0.474767325,0.821510097,1.147273017,2.033270692,11.6303945,0.024569527,1
0.45560582,0.521247764,0.686580017,2.095030969,13.33215898,0.100800002,1
0.4519881,0.459321092,0.568129536,-21.35550684,13.51850397,0.150217571,0
0.619338535,0.236412315,0.367474009,-13.68686383,13.58183348,0.092700974,0
0.476387221,0.341422775,0.337228461,-2.131496003,13.29355904,0.121721589,1
0.585892736,0.419444361,0.061751597,-15.97137163,13.36190565,0.07442593,0
0.462541994,0.560391261,0.747236227,3.548743608,13.24730877,0.054432283,1
0.541409091,0.552318341,0.678274977,2.617827077,13.11865533,0.102377515,1
0.598227525,0.252306189,0.218824414,-28.53996432,13.45375015,0.11460762,0
0.601873047,0.309545517,-0.157044052,-11.96162376,11.56000729,0.086437818,0
0.46750823,0.444108885,1.002978821,-2.391305603,11.65366271,0.02214198,1
0.588111362,0.410927234,0.384074623,-3.344547903,13.24513007,0.09431298,0
0.473863835,0.831509911,1.180919288,1.387058744,11.69636669,0.050740273,1
0.589776704,0.389543574,0.171843723,-22.69239304,13.49375637,0.107663961,0
0.470808555,0.819296658,1.031707639,2.26155718,13.36898836,0.027808078,1
0.446352027,0.447048503,0.577895165,-23.70328148,13.18972189,0.166864538,0
0.453463251,0.493202996,0.64839116,-0.793362168,13.33676956,0.102382223,1
0.568880542,0.493249067,0.634518037,2.16710613,13.34338425,0.082180385,1
0.561700449,0.472260646,0.617311427,0.964215772,11.45828966,0.08088851,1
0.45651646,0.524894189,0.702407767,2.604710136,13.17843233,0.116525893,1
0.448804414,0.519233378,0.526103054,-25.93554654,13.28255529,0.201163483,0
0.554225845,0.495797075,0.492044715,-15.62178074,11.56306545,0.100234201,1
0.453859396,0.411942888,0.426844674,-31.20422403,13.34288288,0.20292532,0
0.590550326,0.313766372,0.541327435,-30.1621316,13.35251591,0.048468557,0
0.473369091,0.790100306,1.171769337,1.746800598,11.51783826,0.014621019,1
0.550882365,0.56995837,0.735791571,1.930157502,13.19647671,0.032741335,1
0.464441148,0.537318782,0.670990469,0.029493418,13.2931581,0.091573483,1
0.562191225,0.436720056,0.194142633,-14.57062741,11.6968854,0.177713927,0
0.459709695,0.793146883,0.235155906,-1.573670741,13.25956623,0.095022476,1
0.569468329,0.436754056,0.590939592,-3.901749432,13.35941669,0.126260243,0
0.457644989,0.483101939,0.616160208,2.185984406,13.20063616,0.118101968,1
0.469115853,0.839431478,1.211364644,1.571692498,11.72957934,0.019387801,1
0.562920999,0.514043337,0.678463926,-0.635445069,13.44799269,0.09987342,0
0.475699429,0.483952163,0.691899599,1.852332343,13.16715664,0.101011169,1
0.568893555,0.476918939,0.67288841,-2.06785297,13.25347614,0.055309437,1
0.551226189,0.572415688,0.543734363,-14.53180998,11.46562559,0.101392533,0
0.463673257,0.443493161,0.494137266,-4.616024311,13.34402266,0.022208547,1
0.460452879,0.427169955,0.463942304,-21.09309528,13.32886611,0.158766149,0
0.541585774,0.526046119,0.721536037,1.893445996,13.17095691,0.029263698,1
0.452995666,0.602042743,0.563849738,-1.827818275,13.22186527,0.114070259,1
0.529388429,0.594595128,0.522225305,-2.188351564,11.03045429,0.114525312,1
0.535504983,0.578544082,0.684344106,2.22352318,13.1425349,0.029882699,1
0.457560071,0.819876881,1.304536737,2.169882979,11.58407775,0.023345928,1
0.53260746,0.590216844,0.67298405,0.714237763,13.07611069,0.07875763,1
0.492475133,0.759143702,0.974327166,-0.137244625,11.68844611,-0.009891683,1
0.455217054,0.55004944,0.662761688,2.008600949,13.15091763,0.100230443,1
0.476213256,0.780017435,1.146046992,1.216068035,11.68352163,0.004776834,1
0.569277191,0.378084103,0.512381577,-16.92690128,13.25164703,0.083690835,0
0.452536935,0.519488138,0.483497005,-23.96384391,13.34022957,0.1728496,0
0.583724558,0.366070066,0.531508678,-16.59227984,13.34679052,0.07552922,0
0.541978987,0.533822504,0.71246285,0.883679247,13.19778386,0.074178397,1
0.611384738,0.322718121,-0.106843101,-19.27831001,13.35313783,0.069131597,0
0.463176683,0.520619526,0.643268642,2.969511058,13.27212024,0.129613956,1
0.45993515,0.497106881,0.613671589,-0.721039543,13.19166639,0.118798308,1
0.465627015,0.536830213,1.043692207,2.973511951,11.46858979,0.019640213,1
0.482964634,0.770822543,1.043383673,0.148778777,11.49844336,0.00457485,1
0.4697933,0.805310197,0.970826804,0.0656133,11.44654456,0.02686679,1
0.579507069,0.31741676,0.557914871,-6.259635171,13.24270516,0.0801081,0
0.479934699,0.469326274,0.931293725,3.70459679,13.25820731,0.090522623,1
0.469425302,0.493604142,0.238318367,1.445758311,13.30195252,0.103139228,0
0.596761639,0.283697917,0.089913698,-17.05042231,13.27935517,0.09019404,0
0.46003248,0.872003318,1.105059724,-0.687221906,13.29148422,0.023084882,1
0.482475303,0.770833222,0.883721751,0.648456455,11.62347889,-0.014802034,1
0.473024518,0.792231867,1.160163968,2.457407667,13.3200109,0.007195021,1
0.554391431,0.441878529,0.225485062,-4.233332284,13.3626783,0.047567704,1
0.457493918,0.524334702,0.632388929,0.958414461,13.31958439,0.110684864,1
0.464313695,0.439323752,0.349756279,-23.5704999,13.35717013,0.176005332,0
0.588182941,0.258374871,0.159489514,-23.45544083,13.37295948,0.098826429,0
0.47220139,0.787037629,1.168757143,0.81817106,11.72398846,-0.01049579,1
0.464881958,0.366766675,0.234268416,-32.22049953,13.43328931,0.223877697,0
0.531405664,0.51404975,0.651430711,0.673531329,13.24835494,0.022923949,1
0.457161881,0.482644552,0.48757378,-20.42367435,13.43138906,0.237865912,0
0.571439849,0.484598942,0.589081489,2.349509126,13.24302559,0.034737958,0
0.450360559,0.564634176,0.701677053,2.396413351,13.27519744,0.152256078,1
0.462082429,0.550923392,0.640061361,0.550148306,13.19016828,0.093863258,1
0.463816014,0.455045088,0.643118544,-1.865314835,13.22580166,0.110709522,1
0.549883946,0.578375713,0.527721739,-9.803711455,11.27466255,0.132499022,0
0.446905483,0.582633202,0.567406223,0.330824525,13.42564745,0.125915618,1
0.559120052,0.568057887,0.696118699,2.296238853,11.34625514,0.049578992,1
0.480955119,0.799085684,1.230600295,3.713967014,11.8694915,0.006222218,1
0.536526701,0.601818658,0.715532678,1.782109211,13.14013524,0.023499438,1
0.453646703,0.482952881,0.528877971,-21.35609001,13.40799551,0.150333716,0
0.578342013,0.826077403,0.980506782,0.643279696,11.54007776,0.036188573,1
0.509013546,0.569037719,0.70618313,2.245155633,11.20945593,0.062385446,1
0.489345943,0.787568498,0.917179687,0.825775995,11.74068243,-0.006720798,1
0.543489424,0.63451957,0.59411257,-10.12523073,11.41175145,0.089277625,0
0.560698311,0.353311467,0.006984257,-28.13468417,11.43472228,0.071500809,0
0.533316128,0.533463143,0.668193145,2.236214704,13.15597334,0.059485366,1
0.455667253,0.541796253,0.672046538,3.321910431,13.31847422,0.115671881,1
0.4555379,0.570961326,0.618827913,-0.379413288,13.1548068,0.100798352,1
0.462913392,0.502805282,0.517501414,0.453641767,13.25231737,0.10003445,1
0.457127046,0.490790811,0.705961418,2.072382108,13.08609601,0.125992274,1
0.594366249,0.364672381,-0.056873186,-10.32035243,13.25609299,0.105600842,0
0.472109088,0.80234068,1.113242734,-3.217221861,11.68967948,0.003790054,1
0.474786316,0.796744202,1.069602914,1.194862641,11.6663781,0.01048442,1
0.468785447,0.850234718,1.172089361,1.977867812,11.43382564,0.026989856,1
0.4829384,0.810203891,0.966798444,1.281141408,11.77946064,0.011750834,1
0.597844898,0.235856059,0.076939037,-34.96334567,13.35369055,0.055404355,0
0.547520246,0.500173776,0.605646314,-13.32205577,11.52600555,0.137723738,0
0.468812519,0.343566274,0.239680384,-23.47874356,13.48380159,0.134565835,0
0.601973468,0.296055355,-0.063262938,-10.29180179,13.23512152,0.11852998,0
0.543304385,0.479701641,0.690378366,-1.789678369,11.4747085,0.048329361,1
0.482472737,0.811419858,0.885771971,-1.06286128,11.72185946,0.006832227,1
0.589962485,0.462306196,0.094183004,-7.666134806,11.57474086,0.114357458,0
0.59237769,0.298749039,0.469273809,-23.2405137,13.43106848,0.070918581,0
0.576770724,0.314301838,0.332040871,-33.3859196,13.41449265,0.040473881,0
0.458698733,0.511387634,0.584222712,1.64278884,13.1260916,0.128768082,1
0.461820183,0.390231179,0.1088281,-27.26308663,13.46119713,0.182617019,0
0.58364296,0.34468545,-0.013198678,-11.55498755,11.6657567,0.038986131,0
0.590475102,0.435597838,0.071350802,-8.723238057,4.294014796,0.103667071,0
0.577521193,0.295499705,-0.02113624,-25.6095987,13.30903784,0.055491543,0
0.595381181,0.283181526,0.22538384,-22.26706373,13.38828819,0.126961735,0
0.53772941,0.512465249,0.610060742,-0.938422319,13.13735686,0.070130941,1
0.457634578,0.534952148,0.564214601,1.492680286,13.32897435,0.124005643,1
0.556789304,0.561161266,0.618490323,1.68816353,13.23017798,0.016905314,1
0.466176854,0.892797996,1.147123628,1.899998799,11.61420026,0.030997436,1
0.462839308,0.475051328,0.639345735,1.005499771,13.36052425,0.13064823,1
0.461033893,0.384466768,0.248181185,-4.591682133,13.12219941,0.102507286,1
0.610234053,0.285019322,-0.101198913,-18.57566107,13.24753258,0.085883961,0
0.46542307,0.533995061,0.61904746,0.397745003,13.35333959,0.099999004,1
0.464796453,0.439646592,-0.012601741,-2.359089919,13.33902921,0.114863778,0
0.451281681,0.460675011,0.741061818,2.996616361,13.24245865,0.12664137,1
0.565217159,0.383410178,0.438915991,-6.148771237,11.33338167,0.044574877,0
0.455785701,0.483440785,0.701054271,3.119706723,13.2293675,0.124442051,1
0.454525924,0.485264198,0.598483889,2.697080041,13.19738282,0.144583083,1
0.474316026,0.715694118,0.928535171,0.749509159,11.60195928,-0.001531197,1
0.560437837,0.559804206,0.710829211,3.447553001,13.20643306,0.080192381,1
0.562016167,0.535516617,0.490683537,-6.45868304,11.20209554,0.089963267,1
0.587390156,0.369427084,0.119494556,-11.67075404,13.27812354,0.095570093,0
0.576132886,0.373591743,0.028610834,-6.552705503,11.3844612,0.029534208,0
0.458699496,0.521448512,0.698092891,2.761512304,13.17510781,0.108139998,1
0.579261964,0.397202957,0.170675892,-11.88112554,11.59084863,0.107426963,0
0.468703892,0.488091772,0.14583692,-22.937019,13.36954128,0.156884611,0
0.467463803,0.449325939,0.577975758,3.665704795,13.25696704,0.110484673,1
0.600727418,0.314796873,0.067784044,-13.76383018,13.42429574,0.109413064,0
0.563399747,0.563528421,0.653859762,-12.98024146,13.42142595,0.105572101,0
0.574353237,0.453583696,0.546261355,-1.283189311,13.28974404,0.079161592,1
0.46083486,0.532822607,0.695719619,2.892034347,13.17931507,0.104507861,1
0.466481053,0.473547902,1.150627132,1.437406881,13.38238009,0.025336282,1
0.542272123,0.620866787,0.594568863,2.107169391,13.12348122,0.025918099,1
0.456250114,0.494716149,0.657476322,3.478375487,13.35082274,0.100639664,1
0.591191316,0.401077436,-0.129022597,-19.52587507,11.48293337,0.101614116,0
0.468772706,0.779471461,1.196059437,-3.170499916,13.35959384,0.01610451,1
0.537111622,0.552984072,0.645599559,1.675229614,13.04863074,0.058712214,1
0.581275037,0.358384768,0.589325246,-6.315062087,11.5065346,0.087181239,0
0.440448057,0.582153639,0.693860387,3.42700945,13.21399208,0.105625816,1
0.477061879,0.796325593,1.027910245,0.398056459,11.87271394,0.008007818,1
0.540297173,0.526138625,0.720296429,1.758423954,13.20035524,0.025921579,1
0.563275884,0.485228752,0.33974085,1.781081615,13.34846979,0.084055143,1
0.554644645,0.542962837,0.654331711,-0.808759092,13.30258716,0.021504521,1
0.45725308,0.421520459,0.137459601,-2.234689741,13.37979291,0.185806213,0
0.564006283,0.518035088,0.614066118,-13.1888131,13.06420688,0.079311789,1
0.479849073,0.822311992,0.964447998,0.966707269,11.58116046,0.011160642,1
0.456996286,0.476833518,0.705460108,2.832498861,13.28691175,0.117203132,1
0.543331952,0.545000167,0.537546067,-6.569537391,11.2079964,0.0963971,1
0.561854757,0.511410882,0.567611861,1.539174457,13.21131814,0.035832868,1
0.577702719,0.462096106,-0.025908422,-20.272758,13.25259142,0.101651631,0
0.453541488,0.578655606,0.589238077,-16.39946847,13.33899679,0.202429874,0
0.604992423,0.305687259,-0.00754184,-13.6322076,13.37137295,0.090293608,0
0.573508066,0.3385495,0.479067786,0.057066688,13.2290625,0.097512602,1
0.549301703,0.544232509,0.603197886,-10.96828799,11.49408511,0.093620193,0
0.545491652,0.513463147,0.492518418,-19.53409297,13.37684589,0.095220547,0
0.577311016,0.397824118,0.074337257,-23.32278241,13.5022633,0.107221074,0
0.582392898,0.375884594,0.202270287,-10.10214752,13.42204338,0.100045524,0
0.462456314,0.540905996,0.594982436,1.681936951,13.35423685,0.116140393,1
0.494864272,0.761123647,0.771787241,-0.105967932,11.83869546,-0.02194605,1
0.547266884,0.541858322,0.600645419,-0.009173674,13.25593654,0.011275757,1
0.539174689,0.52808264,0.632230007,2.101020078,11.38497484,0.02686502,1
0.489342523,0.725873863,0.968016706,-0.016815714,11.72896007,-0.00432673,1
0.545250954,0.565760931,0.539323721,-13.90148759,13.2065063,0.034312771,0
0.460744643,0.524529336,0.735254222,3.068693312,13.34805528,0.111197138,1
0.46157016,0.516783161,0.701237137,3.415841792,13.3999183,0.136890603,1
0.557498512,0.567563245,0.749099787,2.835202321,13.16373609,0.040787184,1
0.540874149,0.562473577,0.659836913,1.557311087,13.07995367,0.015786939,1
0.584272437,0.408207845,-0.012799026,-10.25979316,11.47278023,0.106565233,0
0.577521125,0.426900677,0.148371996,-12.9562028,11.67982394,0.112615526,0
0.449300007,0.565443699,0.563497252,-16.34928337,13.24653637,0.126494448,0
0.459205806,0.474735639,0.147859802,-19.02066582,13.43011313,0.223300099,0
0.46813772,0.831401094,0.954798049,1.445534415,13.31249758,0.111572378,1
0.525529197,0.559790337,0.731221507,2.915645618,11.28612522,0.072512588,1
0.449600262,0.563994656,0.679547602,1.089960818,13.07500033,0.096634271,1
0.51850492,0.520840627,0.691630276,2.685119721,-9.551943905,0.022694883,1
0.467260021,0.445471855,0.179776938,0.133134353,13.11098946,0.110608941,1
0.464991047,0.703663459,0.301815355,-5.43439254,13.26019452,0.025398316,1
0.530818154,0.553323112,0.532274495,-1.773169721,10.98926019,0.084465606,1
0.553547865,0.553498851,0.623370641,4.948660914,13.13886031,0.017968634,1
0.548943129,0.522268123,0.671840486,-1.802123324,13.13202295,0.07444282,1
0.461801758,0.527112936,0.734736038,2.535581573,13.39181926,0.11131845,1
0.485518435,0.868979095,1.028363137,2.302558363,12.05420674,0.029410394,1
0.564611809,0.49926413,0.482260235,3.114025341,13.1928288,0.08311126,1
0.480475189,0.878756444,0.994104411,0.261130255,11.79905279,-0.021280301,1
0.468322229,0.865423605,1.216502262,-0.367784361,13.33348168,0.016948914,1
0.578959741,0.337230839,0.417549348,-6.423220452,13.310679,0.066143022,0
0.452096413,0.556041035,0.632520942,3.068063837,13.12192572,0.098239453,1
0.550611906,0.536296097,0.604307099,-3.494889635,11.40729854,0.097560128,1
0.470086077,0.444459317,0.67963865,-10.35933408,13.43808678,0.107489246,0
0.611872002,0.315836423,0.041937732,-20.74360724,13.39508142,0.086864521,0
0.462784252,0.468480639,0.126251993,0.357425279,13.22738826,0.131330206,1
0.535444992,0.485125764,0.673441424,2.215813158,13.1187421,0.054461802,1
0.563615433,0.343642957,0.62077586,-3.293624586,13.17021857,0.058799449,1
0.555071521,0.488822532,0.651124374,0.416770207,13.31650843,0.081759055,1
0.558462182,0.516253861,0.648183689,-2.064530477,13.16948451,0.076917812,1
0.55234134,0.539081276,0.647455705,1.232809081,13.17576766,0.034453868,1
0.459782558,0.85712696,1.227585726,-0.102714335,11.50418037,0.026066159,1
0.462674215,0.752870528,1.12572136,-1.95592236,11.51607823,0.012968552,1
0.459159356,0.545743576,0.657439864,0.796310161,13.0340173,0.09258305,1
0.60497746,0.341520974,-0.097029578,-20.22894201,13.39825995,0.100159803,0
0.544622638,0.608330915,0.661257456,-0.555360905,11.4670792,0.084479662,1
0.617612793,0.245317437,-0.33934644,-29.23951213,13.31259694,0.098382905,0
0.466067749,0.820771109,1.051440547,-0.214480733,11.51812156,0.027525348,1
0.540157281,0.580602962,0.485783488,-20.28557248,11.55328886,0.15441966,0
0.439328266,0.591989053,0.605189769,-16.56726832,13.38027831,0.117041469,1
0.456771862,0.5781674,0.571452564,-22.20308277,13.33600702,0.172368513,0
0.459774019,0.545349897,0.654138141,3.792458343,13.25906034,0.099858778,0
0.568369734,0.486770169,0.73845956,3.049735978,13.20777465,0.024474281,1
0.474625277,0.813398257,1.175747552,0.64483511,11.67564777,-0.00146816,1
0.46778507,0.48777296,0.681096617,5.298557007,13.33383708,0.106278129,1
0.588180809,0.413148216,0.581282868,-15.83428572,13.45907015,0.093936294,0
0.465377251,0.851118839,1.202231074,0.367888656,11.63978704,0.013089153,1
0.475315559,0.817818119,1.281698465,-2.87505011,11.81339523,-0.011213311,1
0.55615372,0.596192292,0.623174325,-0.539201713,11.24880839,0.060275098,1
0.451734367,0.526782055,0.758229445,3.605044906,13.18231367,0.107237196,1
0.589485727,0.45033466,0.142180057,-6.104544091,11.40726579,0.110258581,0
0.488202222,0.704812451,1.01208076,-0.589668175,11.73559585,-0.024073006,1
0.558953079,0.538466749,0.572513824,0.306064686,11.13512647,0.063688274,1
0.546974284,0.486996519,0.647531326,-1.03266163,11.07418358,0.052613661,1
0.473966261,0.353796179,0.144727054,-0.867732637,13.38045431,0.1373837,1
0.589575393,0.28370153,0.578947309,-23.63137709,13.35932726,0.02332024,0
0.470485079,0.394950214,0.532919519,-23.17052556,13.42646456,0.186716826,0
0.477729924,0.266976816,0.383800712,-29.512445,13.44103801,0.113813561,0
0.542261785,0.58394867,0.597537415,4.721992117,11.18547482,0.027799738,1
0.466079818,0.449830873,0.526999443,-16.55996796,13.44037021,0.154325912,0
0.45241693,0.543402498,0.540163848,-11.23829571,13.46930484,0.237104672,0
0.503420114,0.748156173,0.730344546,-0.062406655,11.94406384,-0.039352924,1
0.559890156,0.504926119,0.121367119,-18.32036853,13.31392237,0.084525574,0
0.462689942,0.292854358,0.159487579,-21.60253053,13.29675944,0.088855779,0
0.606348679,0.364766247,-0.111946747,-12.30296142,13.37531238,0.068977215,0
0.477079224,0.789594627,1.083384924,2.778035867,13.37614004,0.022123084,1
0.573748431,0.325064574,0.279886611,-16.63659615,13.36527569,0.105991599,0
0.555658947,0.547915621,0.73423389,-0.473838308,13.19327632,0.018552755,1
0.455310664,0.365395593,0.283325227,-25.29077339,13.43896655,0.171802328,0
0.603031375,0.380484753,0.263299386,-10.65771613,13.32277769,0.099205427,0
0.479637676,0.829036198,1.087932982,4.021550767,13.30662112,0.028959417,1
0.471180749,0.839903329,1.263360035,2.610726244,13.32259348,0.030424594,1
0.604766212,0.267144016,-0.099149882,-13.2196247,13.41446955,0.119811804,0
0.469602153,0.337977799,0.450678133,-4.127253253,13.36792852,0.043176542,1
